 -0.885000000000000     
  1.608232-141  1.864895-146  7.680513-146  1.304802-145  2.702765-145  4.624874-145  5.481873-145  7.412591-145
  9.517259-123  9.293394-123  9.042668-123  8.772117-123  8.570701-123  8.327649-123  8.065817-123  7.762773-123
  7.555669-123  7.342602-123  7.147337-123  6.841010-123  6.647323-123  6.458401-123  6.181536-123  5.952920-123
  5.770690-123  5.582112-123  5.304980-123  5.144537-123  4.919933-123  4.779251-123  4.511554-123  4.403862-123
  4.203970-123  4.030854-123  3.875547-123  3.670992-123  3.513052-123  3.369412-123  3.223901-123  3.039478-123
  2.932691-123  2.778239-123  2.662841-123  2.523645-123  2.394390-123  2.267581-123  2.151948-123  2.039600-123
  1.932979-123  1.841510-123  1.740193-123  1.644540-123  1.552211-123  1.466221-123  1.369982-123  1.307033-123
  1.228719-123  1.153220-123  1.096058-123  1.025625-123  9.677845-124  9.045909-124  8.506818-124  7.925396-124
  7.433618-124  6.995844-124  6.542418-124  6.096058-124  5.695502-124  5.337681-124  4.942191-124  4.628603-124
  4.309354-124  4.031661-124  3.716995-124  3.447732-124  3.223034-124  2.983233-124  2.769173-124  2.542207-124
  2.360676-124  2.205931-124  2.016705-124  1.878608-124  1.719039-124  1.599786-124  1.460721-124  1.352773-124
  1.239629-124  1.150818-124  1.048639-124  9.584500-125  8.823202-125  8.151200-125  7.412192-125  6.774888-125
  6.260128-125  5.693633-125  5.217798-125  4.700822-125  4.323766-125  3.926004-125  3.576466-125  3.267798-125
  2.960463-125  2.697821-125  2.443594-125  2.216165-125  2.018679-125  1.825410-125  1.649791-125  1.488929-125
  1.352794-125  1.217483-125  1.098963-125  9.958610-126  8.971181-126  8.095398-126  7.291522-126  6.572876-126
 -0.805000000000000     
  2.002001-118  5.201049-122  2.325213-121  3.621901-121  7.606998-121  1.179086-120  1.472642-120  1.903398-120
  2.440574-120  3.583736-120  3.797257-120  4.311491-120  5.300505-120  6.064926-120  6.715947-120  6.659493-120
  8.473355-120  8.776874-120  9.556613-120  9.549811-120  1.061692-119  1.161958-119  1.151658-119  1.229826-119
  1.273918-119  1.386439-119  1.388403-119  1.410885-119  1.469286-119  1.469329-119  1.488625-119  1.529497-119
  1.509246-119  1.573105-119  1.570393-119  1.522535-119  1.566131-119  1.544818-119  1.544977-119  1.483629-119
  1.512085-119  1.491988-119  1.429057-119  1.428201-119  1.363343-119  1.378466-119  1.301424-119  1.270087-119
  1.265741-119  1.234231-119  1.199926-119  1.130401-119  1.116047-119  1.079423-119  1.019301-119  9.895596-120
  9.608650-120  9.432730-120  8.868552-120  8.541514-120  8.397164-120  7.971986-120  7.745750-120  7.243904-120
  7.137800-120  7.025837-120  6.582449-120  6.469370-120  6.112305-120  6.104074-120  5.765545-120  5.560280-120
  5.552235-120  5.302289-120  5.238094-120  5.032281-120  4.990891-120  4.912098-120  4.748541-120  4.751600-120
  4.628960-120  4.628562-120  4.554594-120  4.488717-120  4.428132-120  4.447566-120  4.403830-120  4.343125-120
  4.347609-120  4.337146-120  4.345663-120  4.282358-120  4.268546-120  4.273947-120  4.247204-120  4.228775-120
  4.243066-120  4.255904-120  4.283643-120  4.222034-120  4.205512-120  4.180613-120  4.222577-120  4.177352-120
  4.060914-120  4.182213-120  4.063940-120  4.047012-120  4.032483-120  4.044385-120  3.972510-120  3.893532-120
  3.900941-120  3.843900-120  3.821631-120  3.701049-120  3.705033-120  3.684955-120  3.558320-120  3.506747-120
  3.499961-120  3.425944-120  3.326910-120  3.289608-120  3.222050-120  3.172137-120  3.066602-120  3.012579-120
  2.957134-120  2.906495-120  2.813398-120  2.727113-120  2.709720-120  2.593263-120  2.540095-120  2.445911-120
  2.391050-120  2.348726-120  2.241333-120  2.177800-120  2.117031-120  2.047187-120  1.989782-120  1.884720-120
  1.836662-120  1.775941-120  1.709864-120  1.641142-120  1.585365-120  1.524194-120  1.461430-120  1.389126-120
  1.338132-120  1.285236-120  1.236369-120  1.171006-120  1.123780-120  1.078137-120  1.020147-120  9.713274-121
  9.303694-121  8.888124-121  8.334089-121  7.992343-121  7.540921-121  7.222436-121  6.739836-121  6.495390-121
  6.118354-121  5.787667-121  5.498211-121  5.131549-121  4.843069-121  4.580708-121  4.324007-121  4.021380-121
  3.826301-121  3.572792-121  3.374794-121  3.152451-121  2.947098-121  2.752689-121  2.573240-121  2.406038-121
  2.243905-121  2.105024-121  1.958606-121  1.822831-121  1.693733-121  1.575091-121  1.448763-121  1.360604-121
  1.256994-121  1.162136-121  1.087030-121  1.001152-121  9.291372-122  8.529525-122  7.904562-122  7.238793-122
  6.670512-122  6.173080-122  5.682703-122  5.201444-122  4.775065-122  4.398085-122  3.998784-122  3.680907-122
  3.366513-122  3.094304-122  2.799970-122  2.550221-122  2.341992-122  2.129089-122  1.939691-122  1.747018-122
  1.594623-122  1.461386-122  1.308996-122  1.197501-122  1.073941-122  9.796877-123  8.782253-123  7.978951-123
  7.161890-123  6.523236-123  5.821436-123  5.214190-123  4.707907-123  4.260619-123  3.792625-123  3.394421-123
  3.073152-123  2.736731-123  2.453920-123  2.164563-123  1.947588-123  1.733756-123  1.543247-123  1.380015-123
  1.221852-123  1.089394-123  9.657925-124  8.560648-124  7.623015-124  6.731233-124  5.942704-124  5.246911-124
  4.654849-124  4.090468-124  3.606053-124  3.191946-124  2.805594-124  2.472912-124  2.169057-124  1.908688-124
 -0.795000000000000     
  3.913609-116  1.318052-119  5.609048-119  8.660441-119  1.832443-118  2.825329-118  3.526346-118  4.562941-118
  5.819152-118  8.514967-118  9.016273-118  1.025379-117  1.250437-117  1.424781-117  1.572482-117  1.557195-117
  1.966692-117  2.034503-117  2.202111-117  2.186657-117  2.421891-117  2.632260-117  2.594650-117  2.764897-117
  2.840838-117  3.073022-117  3.063336-117  3.086093-117  3.201420-117  3.178577-117  3.196960-117  3.262220-117
  3.197677-117  3.313257-117  3.281456-117  3.161328-117  3.225276-117  3.165914-117  3.138589-117  2.993015-117
  3.021970-117  2.967663-117  2.821190-117  2.795712-117  2.651599-117  2.655011-117  2.493795-117  2.416978-117
  2.390584-117  2.313416-117  2.239216-117  2.088845-117  2.053824-117  1.977183-117  1.853943-117  1.791203-117
  1.732545-117  1.696405-117  1.590111-117  1.527485-117  1.500090-117  1.422115-117  1.382687-117  1.295184-117
  1.276942-117  1.259868-117  1.183633-117  1.168649-117  1.109480-117  1.116285-117  1.058808-117  1.027981-117
  1.034905-117  9.962006-118  9.924330-118  9.588089-118  9.601981-118  9.519210-118  9.283335-118  9.375294-118
  9.175582-118  9.248865-118  9.153263-118  9.075660-118  9.005365-118  9.070423-118  9.015676-118  8.923047-118
  8.943946-118  8.938848-118  8.958527-118  8.844825-118  8.807906-118  8.808185-118  8.735487-118  8.688581-118
  8.672067-118  8.698258-118  8.712819-118  8.563806-118  8.483072-118  8.398854-118  8.421782-118  8.295669-118
  8.019369-118  8.226562-118  7.932576-118  7.855326-118  7.775182-118  7.742868-118  7.552449-118  7.343321-118
  7.305257-118  7.153747-118  7.055435-118  6.773484-118  6.725350-118  6.635976-118  6.347479-118  6.208981-118
  6.144666-118  5.963284-118  5.740998-118  5.628031-118  5.464645-118  5.322100-118  5.098244-118  4.964562-118
  4.822821-118  4.699209-118  4.503371-118  4.323744-118  4.249854-118  4.027795-118  3.910081-118  3.724197-118
  3.602990-118  3.501136-118  3.304209-118  3.181398-118  3.055439-118  2.919904-118  2.810417-118  2.631758-118
  2.533739-118  2.423937-118  2.306600-118  2.189303-118  2.088331-118  1.984417-118  1.881719-118  1.764891-118
  1.681179-118  1.593943-118  1.513897-118  1.416822-118  1.341967-118  1.269884-118  1.186471-118  1.115947-118
  1.054817-118  9.942803-119  9.192137-119  8.701753-119  8.094677-119  7.634399-119  7.035134-119  6.684689-119
  6.207685-119  5.785947-119  5.424359-119  4.985627-119  4.635315-119  4.318652-119  4.016785-119  3.682678-119
  3.450464-119  3.172013-119  2.949269-119  2.712415-119  2.496596-119  2.298076-119  2.113419-119  1.946354-119
  1.785092-119  1.646924-119  1.507209-119  1.379653-119  1.260671-119  1.153260-119  1.042706-119  9.632296-120
  8.735067-120  7.945786-120  7.304748-120  6.608471-120  6.030324-120  5.431284-120  4.952738-120  4.450526-120
  4.026512-120  3.658583-120  3.309412-120  2.972352-120  2.678153-120  2.422024-120  2.159265-120  1.951170-120
  1.750508-120  1.577831-120  1.400229-120  1.250071-120  1.125904-120  1.003969-120  8.964212-121  7.913870-121
  7.087863-121  6.356078-121  5.570169-121  4.994153-121  4.388123-121  3.917187-121  3.440874-121  3.059463-121
  2.685611-121  2.397021-121  2.091151-121  1.833032-121  1.619435-121  1.433365-121  1.246817-121  1.090525-121
  9.658224-122  8.405632-122  7.362238-122  6.346409-122  5.573045-122  4.855578-122  4.215288-122  3.681666-122
  3.180695-122  2.769966-122  2.397863-122  2.072567-122  1.800373-122  1.550727-122  1.335367-122  1.150583-122
  9.947797-123  8.524296-123  7.328531-123  6.319920-123  5.417438-123  4.652585-123  3.970192-123  3.400757-123
 -0.785000000000000     
  6.053413-114  2.592250-117  1.048435-116  1.612064-116  3.428676-116  5.264499-116  6.568391-116  8.511643-116
  1.077538-115  1.572305-115  1.661950-115  1.892554-115  2.290378-115  2.601725-115  2.859381-115  2.826810-115
  3.543508-115  3.660351-115  3.937747-115  3.887173-115  4.288998-115  4.627962-115  4.540502-115  4.824141-115
  4.911740-115  5.280649-115  5.243665-115  5.234467-115  5.409130-115  5.329498-115  5.322859-115  5.391455-115
  5.251483-115  5.406717-115  5.312846-115  5.086671-115  5.145594-115  5.023324-115  4.938409-115  4.678378-115
  4.680475-115  4.572533-115  4.318039-115  4.245165-115  4.002768-115  3.969987-115  3.711240-115  3.575300-115
  3.512100-115  3.376939-115  3.255472-115  3.014174-115  2.955701-115  2.837663-115  2.648648-115  2.551922-115
  2.464168-115  2.414918-115  2.262937-115  2.174256-115  2.140528-115  2.032601-115  1.985574-115  1.869408-115
  1.850224-115  1.834611-115  1.734088-115  1.724879-115  1.650112-115  1.674944-115  1.599903-115  1.564108-115
  1.589339-115  1.540573-115  1.547481-115  1.502987-115  1.515743-115  1.511358-115  1.482814-115  1.505961-115
  1.477124-115  1.495314-115  1.482945-115  1.473785-115  1.463910-115  1.474260-115  1.464723-115  1.449542-115
  1.448638-115  1.446073-115  1.444207-115  1.423642-115  1.413064-115  1.405679-115  1.388283-115  1.375008-115
  1.362248-115  1.362547-115  1.355500-115  1.324523-115  1.303516-115  1.283087-115  1.274756-115  1.248397-115
  1.198759-115  1.222405-115  1.168502-115  1.149613-115  1.128410-115  1.114323-115  1.078632-115  1.039443-115
  1.025577-115  9.970360-116  9.746329-116  9.269237-116  9.124002-116  8.922970-116  8.452024-116  8.196529-116
  8.033978-116  7.725999-116  7.371996-116  7.156756-116  6.882888-116  6.630389-116  6.286367-116  6.063262-116
  5.824880-116  5.621857-116  5.329889-116  5.064376-116  4.920116-116  4.613249-116  4.434238-116  4.175184-116
  3.994586-116  3.834886-116  3.577991-116  3.408280-116  3.233056-116  3.050186-116  2.904283-116  2.686084-116
  2.552765-116  2.413969-116  2.268125-116  2.127088-116  2.001408-116  1.877672-116  1.758826-116  1.626513-116
  1.530692-116  1.431151-116  1.340683-116  1.238221-116  1.156792-116  1.078803-116  9.939528-117  9.225024-117
  8.595433-117  7.986742-117  7.276321-117  6.788214-117  6.221839-117  5.772757-117  5.247425-117  4.909956-117
  4.491328-117  4.120408-117  3.806680-117  3.444538-117  3.151585-117  2.889747-117  2.644825-117  2.388746-117
  2.200920-117  1.989716-117  1.819471-117  1.645300-117  1.489996-117  1.350257-117  1.220189-117  1.105082-117
  9.961263-118  9.026963-118  8.118319-118  7.298777-118  6.551009-118  5.889650-118  5.226675-118  4.745608-118
  4.219766-118  3.771717-118  3.402817-118  3.018920-118  2.705810-118  2.389253-118  2.139866-118  1.883519-118
  1.671676-118  1.489369-118  1.321064-118  1.162978-118  1.026933-118  9.106244-119  7.950291-119  7.041101-119
  6.187758-119  5.459118-119  4.745797-119  4.146325-119  3.654819-119  3.192540-119  2.788525-119  2.410201-119
  2.112905-119  1.851119-119  1.585037-119  1.388977-119  1.195253-119  1.042054-119  8.947474-120  7.768545-120
  6.659137-120  5.814339-120  4.948753-120  4.237676-120  3.652583-120  3.156545-120  2.678038-120  2.286487-120
  1.975508-120  1.677822-120  1.432150-120  1.204781-120  1.030681-120  8.767942-121  7.413173-121  6.314691-121
  5.313437-121  4.513271-121  3.806799-121  3.202936-121  2.710822-121  2.274960-121  1.908530-121  1.601312-121
  1.348360-121  1.126511-121  9.444262-122  7.918116-122  6.625172-122  5.539021-122  4.611510-122  3.850257-122
 -0.775000000000000     
  7.533912-112  4.036230-115  1.550492-114  2.382170-114  5.083091-114  7.773446-114  9.707908-114  1.258948-113
  1.580616-113  2.301183-113  2.426250-113  2.765361-113  3.321957-113  3.764218-113  4.117821-113  4.062515-113
  5.054750-113  5.211769-113  5.571804-113  5.471185-113  6.011752-113  6.441133-113  6.292140-113  6.659931-113
  6.716092-113  7.174840-113  7.101287-113  7.021175-113  7.227400-113  7.064978-113  7.006734-113  7.042672-113
  6.817761-113  6.972255-113  6.797437-113  6.468583-113  6.487311-113  6.294838-113  6.140265-113  5.781438-113
  5.733950-113  5.570617-113  5.230340-113  5.104892-113  4.788564-113  4.708466-113  4.383763-113  4.202125-113
  4.105921-113  3.928439-113  3.775494-113  3.479129-113  3.409245-113  3.271944-113  3.049246-113  2.936833-113
  2.839749-113  2.794992-113  2.626679-113  2.531154-113  2.505929-113  2.390496-113  2.353966-113  2.232459-113
  2.223154-113  2.218885-113  2.112914-113  2.118915-113  2.043665-113  2.090427-113  2.012175-113  1.976591-113
  2.024391-113  1.970049-113  1.990391-113  1.939735-113  1.961955-113  1.961839-113  1.929260-113  1.962375-113
  1.923452-113  1.948388-113  1.929563-113  1.915488-113  1.897208-113  1.906264-113  1.886951-113  1.862150-113
  1.850094-113  1.840553-113  1.827403-113  1.794407-113  1.772578-113  1.749644-113  1.718643-113  1.691552-113
  1.661831-113  1.654133-113  1.632725-113  1.582965-113  1.546877-113  1.512156-113  1.487135-113  1.446580-113
  1.378698-113  1.395332-113  1.321889-113  1.291064-113  1.255174-113  1.228099-113  1.179204-113  1.125476-113
  1.100397-113  1.061067-113  1.027442-113  9.673764-114  9.435683-114  9.138912-114  8.570304-114  8.230525-114
  7.982460-114  7.601686-114  7.185999-114  6.901453-114  6.568525-114  6.257077-114  5.865950-114  5.598889-114
  5.315804-114  5.077089-114  4.757922-114  4.470816-114  4.289627-114  3.974720-114  3.779167-114  3.515654-114
  3.323644-114  3.148571-114  2.902888-114  2.731452-114  2.558557-114  2.380702-114  2.240240-114  2.044385-114
  1.916376-114  1.789623-114  1.658866-114  1.535566-114  1.423969-114  1.317769-114  1.217731-114  1.109725-114
  1.030757-114  9.496039-115  8.765471-115  7.979582-115  7.348472-115  6.749289-115  6.124108-115  5.602159-115
  5.140277-115  4.704172-115  4.221438-115  3.875356-115  3.497233-115  3.189578-115  2.856888-115  2.629469-115
  2.367160-115  2.135344-115  1.941186-115  1.728478-115  1.554840-115  1.401821-115  1.261019-115  1.120764-115
  1.014248-115  9.006555-116  8.093837-116  7.186212-116  6.396937-116  5.700650-116  5.055897-116  4.496504-116
  3.980494-116  3.538577-116  3.124154-116  2.754713-116  2.425511-116  2.140501-116  1.861435-116  1.659630-116
  1.445301-116  1.267578-116  1.120374-116  9.734191-117  8.554601-117  7.400755-117  6.496052-117  5.592623-117
  4.862518-117  4.242456-117  3.682584-117  3.172354-117  2.740587-117  2.378747-117  2.031217-117  1.759598-117
  1.512361-117  1.303657-117  1.108402-117  9.461964-118  8.143156-118  6.956862-118  5.931784-118  5.012386-118
  4.288391-118  3.666245-118  3.063148-118  2.615096-118  2.202199-118  1.870754-118  1.566361-118  1.325141-118
  1.107511-118  9.436734-119  7.823016-119  6.531573-119  5.477024-119  4.609902-119  3.808666-119  3.172823-119
  2.665341-119  2.205729-119  1.831725-119  1.500646-119  1.250817-119  1.036090-119  8.523170-120  7.076897-120
  5.793019-120  4.797696-120  3.940321-120  3.226044-120  2.662861-120  2.177100-120  1.780679-120  1.455802-120
  1.198665-120  9.790658-121  8.026355-121  6.569166-121  5.400897-121  4.421129-121  3.619251-121  2.977987-121
 -0.765000000000000     
  7.664540-110  5.066023-113  1.847849-112  2.844919-112  6.081134-112  9.258581-112  1.159126-111  1.502574-111
  1.870793-111  2.718256-111  2.857485-111  3.257716-111  3.885429-111  4.392072-111  4.781935-111  4.706427-111
  5.813451-111  5.979848-111  6.352502-111  6.208190-111  6.789891-111  7.226743-111  7.028816-111  7.405751-111
  7.396736-111  7.850010-111  7.746178-111  7.583754-111  7.775186-111  7.541075-111  7.425021-111  7.405548-111
  7.125106-111  7.236066-111  6.999743-111  6.620955-111  6.584097-111  6.346554-111  6.146756-111  5.754733-111
  5.662898-111  5.470100-111  5.111400-111  4.957422-111  4.630085-111  4.520234-111  4.195864-111  4.007179-111
  3.902801-111  3.722861-111  3.572713-111  3.287050-111  3.226194-111  3.103154-111  2.897094-111  2.796318-111
  2.716759-111  2.692681-111  2.545237-111  2.464979-111  2.458989-111  2.361061-111  2.347434-111  2.243690-111
  2.248868-111  2.259438-111  2.165808-111  2.186807-111  2.122975-111  2.182144-111  2.113709-111  2.079721-111
  2.140821-111  2.084776-111  2.110958-111  2.059468-111  2.081278-111  2.080720-111  2.044137-111  2.075402-111
  2.027834-111  2.049822-111  2.021630-111  1.999729-111  1.969677-111  1.971902-111  1.940567-111  1.906030-111
  1.879433-111  1.860435-111  1.833858-111  1.791030-111  1.759054-111  1.720265-111  1.679311-111  1.640164-111
